username,tweetcreatedts,text,cleansing,case folding,normalisasi,tokenizing,filtering,stemming,tweet_english,Score,label_class
Gapuak_1918,2023-01-25 01:26:31+00:00,"@geloraco Oo rupanya Luhut Binsar Panjaitan Bapaknya Kepala Desa yg minta masa perpanjangan masa jabatan 9 tahun itu yaaaa, Taik lah kalian",Oo rupanya Luhut Binsar Panjaitan Bapaknya Kepala Desa yg minta masa perpanjangan masa jabatan tahun itu yaaaa Taik lah kalian,oo rupanya luhut binsar panjaitan bapaknya kepala desa yg minta masa perpanjangan masa jabatan tahun itu yaaaa taik lah kalian,oo rupanya luhut binsar panjaitan bapaknya kepala desa yang meminta masa perpanjangan masa jabatan tahun itu ya tahi lah kalian,"['oo', 'rupanya', 'luhut', 'binsar', 'panjaitan', 'bapaknya', 'kepala', 'desa', 'yang', 'meminta', 'masa', 'perpanjangan', 'masa', 'jabatan', 'tahun', 'itu', 'ya', 'tahi', 'lah', 'kalian']","['oo', 'luhut', 'binsar', 'panjaitan', 'bapaknya', 'kepala', 'desa', 'perpanjangan', 'jabatan', 'ya', 'tahi']","['oo', 'luhut', 'binsar', 'panjaitan', 'bapak', 'kepala', 'desa', 'panjang', 'jabat', 'ya', 'tahi']","['oo', 'luhut', 'binsar', 'panjaitan', 'father', 'head', 'village', 'long', 'shake', 'yes', 'dung']",0.25,Positif
news_wanheart,2023-01-25 01:20:06+00:00,Perpanjang Masa Jabatan Kepala Desa adalah Cara Presiden Jokowi Pikat Hati Para ‘Akar Rumput’ https://t.co/Ko0BEM8dhD,Perpanjang Masa Jabatan Kepala Desa adalah Cara Presiden Jokowi Pikat Hati Para Akar Rumput,perpanjang masa jabatan kepala desa adalah cara presiden jokowi pikat hati para akar rumput,perpanjang masa jabatan kepala desa adalah cara presiden jokowi pikat hati para akar rumput,"['perpanjang', 'masa', 'jabatan', 'kepala', 'desa', 'adalah', 'cara', 'presiden', 'jokowi', 'pikat', 'hati', 'para', 'akar', 'rumput']","['perpanjang', 'jabatan', 'kepala', 'desa', 'presiden', 'jokowi', 'pikat', 'hati', 'akar', 'rumput']","['panjang', 'jabat', 'kepala', 'desa', 'presiden', 'jokowi', 'pikat', 'hati', 'akar', 'rumput']","['long', 'position', 'head', 'village', 'president', 'jokowi', 'captivate', 'heart', 'root', 'grass']",0.6369,Positif
news_wanheart,2023-01-25 01:18:48+00:00,"Kritik Masa Jabatan Kepala Desa 9 Tahun, Pakar: Jangan-jangan Proyek Sponsor https://t.co/K5A5jmPwv5",Kritik Masa Jabatan Kepala Desa Tahun Pakar Jangan jangan Proyek Sponsor,kritik masa jabatan kepala desa tahun pakar jangan jangan proyek sponsor,kritik masa jabatan kepala desa tahun pakar jangan jangan proyek sponsor,"['kritik', 'masa', 'jabatan', 'kepala', 'desa', 'tahun', 'pakar', 'jangan', 'jangan', 'proyek', 'sponsor']","['kritik', 'jabatan', 'kepala', 'desa', 'pakar', 'proyek', 'sponsor']","['kritik', 'jabat', 'kepala', 'desa', 'pakar', 'proyek', 'sponsor']","['criticism', 'position', 'head', 'village', 'expert', 'project', 'sponsor']",-0.4404,Negative
JokerSyantik,2023-01-25 01:08:28+00:00,"UU Nomor 6 Tahun 2014 tentang Desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode

Dh jelaskan aturan main gmn, model preman yg demo maren mending turunin aja jadi 1 periode slm setaon https://t.co/PXmGIum1AM",UU Nomor Tahun tentang Desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode Dh jelaskan aturan main gmn model preman yg demo maren mending turunin aja jadi periode slm setaon,uu nomor tahun tentang desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode dh jelaskan aturan main gmn model preman yg demo maren mending turunin aja jadi periode slm setaon,uu nomor tahun tentang desa telah mengatur masa jabatan kepala desa selama enam tahun dan selama tiga periode deh jelaskan aturan main bagaimana model preman yang demo maren mending turunin saja jadi periode salam setaon,"['uu', 'nomor', 'tahun', 'tentang', 'desa', 'telah', 'mengatur', 'masa', 'jabatan', 'kepala', 'desa', 'selama', 'enam', 'tahun', 'dan', 'selama', 'tiga', 'periode', 'deh', 'jelaskan', 'aturan', 'main', 'bagaimana', 'model', 'preman', 'yang', 'demo', 'maren', 'mending', 'turunin', 'saja', 'jadi', 'periode', 'salam', 'setaon']","['uu', 'nomor', 'desa', 'mengatur', 'jabatan', 'kepala', 'desa', 'enam', 'periode', 'deh', 'aturan', 'main', 'model', 'preman', 'demo', 'maren', 'mending', 'turunin', 'periode', 'salam', 'setaon']","['uu', 'nomor', 'desa', 'atur', 'jabat', 'kepala', 'desa', 'enam', 'periode', 'deh', 'atur', 'main', 'model', 'preman', 'demo', 'maren', 'mending', 'turunin', 'periode', 'salam', 'setaon']","['uu', 'number', 'village', 'set', 'shake', 'head', 'village', 'six', 'period', 'deh', 'set', 'main', ' model', 'thug', 'demo', 'maren', 'mending', 'down', 'period', 'greeting', 'setaon']",0.296,Positif
RadioIdolaSMG,2023-01-25 01:06:33+00:00,Topik Diskusi Pagi ini: Pro Kontra Wacana Perpanjangan Masa Jabatan Kepala Desa. Berikut pendapat Pakar Hukum Tata Negara Fakultas Hukum Universitas Jember; Dr Adam Muhshi  #NOW #LIVE #TOPIK #kades #jabatan #politik cc; @adam_muhshi @UnejOfficial,Topik Diskusi Pagi ini Pro Kontra Wacana Perpanjangan Masa Jabatan Kepala Desa Berikut pendapat Pakar Hukum Tata Negara Fakultas Hukum Universitas Jember Dr Adam Muhshi cc,topik diskusi pagi ini pro kontra wacana perpanjangan masa jabatan kepala desa berikut pendapat pakar hukum tata negara fakultas hukum universitas jember dr adam muhshi cc,topik diskusi pagi ini pro kontra wacana perpanjangan masa jabatan kepala desa berikut pendapat pakar hukum tata negara fakultas hukum universitas jember dari adam muhshi cc,"['topik', 'diskusi', 'pagi', 'ini', 'pro', 'kontra', 'wacana', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'berikut', 'pendapat', 'pakar', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'universitas', 'jember', 'dari', 'adam', 'muhshi', 'cc']","['topik', 'diskusi', 'pagi', 'pro', 'kontra', 'wacana', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'pendapat', 'pakar', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'universitas', 'jember', 'adam', 'muhshi', 'cc']","['topik', 'diskusi', 'pagi', 'pro', 'kontra', 'wacana', 'panjang', 'jabat', 'kepala', 'desa', 'dapat', 'pakar', 'hukum', 'tata', 'negara', 'fakultas', 'hukum', 'universitas', 'jember', 'adam', 'muhshi', 'cc']","['topic', 'discussion', 'morning', 'pros', 'cons', 'discourse', 'length', 'position', 'head', 'village', 'can', 'expert', ' law', 'organization', 'country', 'faculty', 'law', 'university', 'jember', 'adam', 'muhshi', 'cc']",0.0,Netral
PutroJoyo18,2023-01-25 01:04:01+00:00,"@kompascom INGATLAH sewaktu rakyat memilih (coblos) saat anda terpilih MANDATNYA adalah cuma 3 tahun (atau mungkin 6 tahun), JADI kalau mau lebih maka harus melalui PEMILIHAN ULANG. 
PEMERINTAH tidak mengangkat kepala desa, jadi tdk berhak memperpanjang masa jabatan kepala desa.",INGATLAH sewaktu rakyat memilih coblos saat anda terpilih MANDATNYA adalah cuma tahun atau mungkin tahun JADI kalau mau lebih maka harus melalui PEMILIHAN ULANG PEMERINTAH tidak mengangkat kepala desa jadi tdk berhak memperpanjang masa jabatan kepala desa,ingatlah sewaktu rakyat memilih coblos saat anda terpilih mandatnya adalah cuma tahun atau mungkin tahun jadi kalau mau lebih maka harus melalui pemilihan ulang pemerintah tidak mengangkat kepala desa jadi tdk berhak memperpanjang masa jabatan kepala desa,ingatlah sewaktu rakyat memilih coblos saat anda terpilih mandatnya adalah cuma tahun atau mungkin tahun jadi kalau mau lebih maka harus melalui pemilihan ulang pemerintah tidak mengangkat kepala desa jadi tidak berhak memperpanjang masa jabatan kepala desa,"['ingatlah', 'sewaktu', 'rakyat', 'memilih', 'coblos', 'saat', 'anda', 'terpilih', 'mandatnya', 'adalah', 'cuma', 'tahun', 'atau', 'mungkin', 'tahun', 'jadi', 'kalau', 'mau', 'lebih', 'maka', 'harus', 'melalui', 'pemilihan', 'ulang', 'pemerintah', 'tidak', 'mengangkat', 'kepala', 'desa', 'jadi', 'tidak', 'berhak', 'memperpanjang', 'masa', 'jabatan', 'kepala', 'desa']","['ingatlah', 'rakyat', 'memilih', 'coblos', 'terpilih', 'mandatnya', 'pemilihan', 'ulang', 'pemerintah', 'mengangkat', 'kepala', 'desa', 'berhak', 'memperpanjang', 'jabatan', 'kepala', 'desa']","['ingat', 'rakyat', 'pilih', 'coblos', 'pilih', 'mandat', 'pilih', 'ulang', 'perintah', 'angkat', 'kepala', 'desa', 'hak', 'panjang', 'jabat', 'kepala', 'desa']","['remember', 'people', 'vote', 'choose', 'vote', 'mandate', 'vote', 'repeat', 'order', 'appoint', 'head', 'village', ' rights', 'length', 'shape', 'head', 'village']",0.0,Netral
CNNIndonesia,2023-01-25 01:03:04+00:00,Intip Besaran Gaji Kepala Desa yang Minta Masa Jabatan Jadi 9 Tahun https://t.co/HzkJcY7Xx2,Intip Besaran Gaji Kepala Desa yang Minta Masa Jabatan Jadi Tahun,intip besaran gaji kepala desa yang minta masa jabatan jadi tahun,intip besaran gaji kepala desa yang meminta masa jabatan jadi tahun,"['intip', 'besaran', 'gaji', 'kepala', 'desa', 'yang', 'meminta', 'masa', 'jabatan', 'jadi', 'tahun']","['intip', 'besaran', 'gaji', 'kepala', 'desa', 'jabatan']","['intip', 'besar', 'gaji', 'kepala', 'desa', 'jabat']","['peek', 'big', 'salary', 'head', 'village', 'position']",0.0,Netral
CNNIndonesia,2023-01-25 01:02:52+00:00,"Ada yang minta perpanjang masa jabatan nih, ges 🫣

Jadii, Selasa (17/1) lalu, para Kepala Desa demo di depan Gedung DPR.

Mereka kepingin masa jabatan Kades diperpanjang, dari 6 tahun jadi 9 tahun. Alasannya sih, kata mereka, enam tahun itu gak cukup. #WhatTheFact https://t.co/4DOihpX2vY",Ada yang minta perpanjang masa jabatan nih ges Jadii Selasa lalu para Kepala Desa demo di depan Gedung DPR Mereka kepingin masa jabatan Kades diperpanjang dari tahun jadi tahun Alasannya sih kata mereka enam tahun itu gak cukup,ada yang minta perpanjang masa jabatan nih ges jadii selasa lalu para kepala desa demo di depan gedung dpr mereka kepingin masa jabatan kades diperpanjang dari tahun jadi tahun alasannya sih kata mereka enam tahun itu gak cukup,ada yang meminta perpanjang masa jabatan nih ges jadi selasa lalu para kepala desa demo di depan gedung dpr mereka pengin masa jabatan kades diperpanjang dari tahun jadi tahun alasannya sih kata mereka enam tahun itu enggak cukup,"['ada', 'yang', 'meminta', 'perpanjang', 'masa', 'jabatan', 'nih', 'ges', 'jadi', 'selasa', 'lalu', 'para', 'kepala', 'desa', 'demo', 'di', 'depan', 'gedung', 'dpr', 'mereka', 'pengin', 'masa', 'jabatan', 'kades', 'diperpanjang', 'dari', 'tahun', 'jadi', 'tahun', 'alasannya', 'sih', 'kata', 'mereka', 'enam', 'tahun', 'itu', 'enggak', 'cukup']","['perpanjang', 'jabatan', 'nih', 'ges', 'selasa', 'kepala', 'desa', 'demo', 'gedung', 'dpr', 'pengin', 'jabatan', 'kades', 'diperpanjang', 'alasannya', 'sih', 'enam']","['panjang', 'jabat', 'nih', 'ges', 'selasa', 'kepala', 'desa', 'demo', 'gedung', 'dpr', 'pengin', 'jabat', 'kades', 'panjang', 'alas', 'sih', 'enam']","['long', 'position', 'here', 'ges', 'Tuesday', 'head', 'village', 'demo', 'building', 'dpr', 'want', 'shake', ' village head', 'long', 'base', 'heck', 'six']",-0.1027,Negative
machtsvormingg,2023-01-25 01:00:55+00:00,@budimandjatmiko Wacana perpanjangan masa jabatan kepala desa lebih banyak mudorotnya dan berpotensi mematikan demokrasi daripada kuantumnya pak bud. Ngapain yang kayak gitu diaspirasikan?,Wacana perpanjangan masa jabatan kepala desa lebih banyak mudorotnya dan berpotensi mematikan demokrasi daripada kuantumnya pak bud Ngapain yang kayak gitu diaspirasikan,wacana perpanjangan masa jabatan kepala desa lebih banyak mudorotnya dan berpotensi mematikan demokrasi daripada kuantumnya pak bud ngapain yang kayak gitu diaspirasikan,wacana perpanjangan masa jabatan kepala desa lebih banyak mudorotnya dan berpotensi mematikan demokrasi daripada kuantumnya pak bud mengapai yang kayak begitu diaspirasikan,"['wacana', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'lebih', 'banyak', 'mudorotnya', 'dan', 'berpotensi', 'mematikan', 'demokrasi', 'daripada', 'kuantumnya', 'pak', 'bud', 'mengapai', 'yang', 'kayak', 'begitu', 'diaspirasikan']","['wacana', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'mudorotnya', 'berpotensi', 'mematikan', 'demokrasi', 'kuantumnya', 'bud', 'mengapai', 'kayak', 'diaspirasikan']","['wacana', 'panjang', 'jabat', 'kepala', 'desa', 'mudorotnya', 'potensi', 'mati', 'demokrasi', 'kuantum', 'bud', 'kapai', 'kayak', 'aspirasi']","['discourse', 'long', 'shake', 'head', 'village', 'mudorotnya', 'potential', 'dead', 'democracy', 'quantum', 'bud', 'kapai', ' kayak', 'aspiration']",-0.7184,Negative
potatostarrr,2023-01-25 00:56:20+00:00,Senayan macetnya bikin mo nangis cuman gara-gara kepala desa lagi pada demo minta perpanjang masa jabatan sampe 9 tahun😀,Senayan macetnya bikin mo nangis cuman gara gara kepala desa lagi pada demo minta perpanjang masa jabatan sampe tahun,senayan macetnya bikin mo nangis cuman gara gara kepala desa lagi pada demo minta perpanjang masa jabatan sampe tahun,senayan macetnya bikin mau menangis cuman gara gara kepala desa lagi pada demo meminta perpanjang masa jabatan sampai tahun,"['senayan', 'macetnya', 'bikin', 'mau', 'menangis', 'cuman', 'gara', 'gara', 'kepala', 'desa', 'lagi', 'pada', 'demo', 'meminta', 'perpanjang', 'masa', 'jabatan', 'sampai', 'tahun']","['senayan', 'macetnya', 'bikin', 'menangis', 'cuman', 'gara', 'gara', 'kepala', 'desa', 'demo', 'perpanjang', 'jabatan']","['senayan', 'macet', 'bikin', 'menang', 'cuman', 'gara', 'gara', 'kepala', 'desa', 'demo', 'panjang', 'jabat']","['senayan', 'jammed', 'make', 'win', 'only', 'gara', 'gara', 'head', 'village', 'demo', 'long', 'position']",0.5859,Positif
Widibedah2,2023-01-25 00:42:37+00:00,@Musti_Umbar Prop  kurang lengkap pencitraannya. Tambah pak kepala desa sing makmur dan pengen nambah masa jabatan. Menurut mu piye Prop?,Prop kurang lengkap pencitraannya Tambah pak kepala desa sing makmur dan pengen nambah masa jabatan Menurut mu piye Prop,prop kurang lengkap pencitraannya tambah pak kepala desa sing makmur dan pengen nambah masa jabatan menurut mu piye prop,prop kurang lengkap pencitraannya tambah pak kepala desa sing makmur dan pengin bertambah masa jabatan menurut mu piye prop,"['prop', 'kurang', 'lengkap', 'pencitraannya', 'tambah', 'pak', 'kepala', 'desa', 'sing', 'makmur', 'dan', 'pengin', 'bertambah', 'masa', 'jabatan', 'menurut', 'mu', 'piye', 'prop']","['prop', 'lengkap', 'pencitraannya', 'kepala', 'desa', 'sing', 'makmur', 'pengin', 'bertambah', 'jabatan', 'mu', 'piye', 'prop']","['prop', 'lengkap', 'citra', 'kepala', 'desa', 'sing', 'makmur', 'pengin', 'tambah', 'jabat', 'mu', 'piye', 'prop']","['prop', 'complete', 'image', 'head', 'village', 'that', 'prosperous', 'want', 'add', 'job', 'you', 'how', ' prop']",0.5267,Positif
RMOLJatim_id,2023-01-25 00:39:04+00:00,Permintaan Kepala Desa Ada Upaya Halalkan Jabatan Presiden 3 Periode?: Komunikolog politik dan hukum nasional Tamil Selvan melihat banyak kepentingan di balik permintaan para kepala desa (kades) agar masa jabatannya diperpanjang hingga bisa 27 tahun… https://t.co/QpvUdLyaF8,Permintaan Kepala Desa Ada Upaya Halalkan Jabatan Presiden Periode Komunikolog politik dan hukum nasional Tamil Selvan melihat banyak kepentingan di balik permintaan para kepala desa kades agar masa jabatannya diperpanjang hingga bisa tahun,permintaan kepala desa ada upaya halalkan jabatan presiden periode komunikolog politik dan hukum nasional tamil selvan melihat banyak kepentingan di balik permintaan para kepala desa kades agar masa jabatannya diperpanjang hingga bisa tahun,permintaan kepala desa ada upaya halalkan jabatan presiden periode komunikolog politik dan hukum nasional tamil selvan melihat banyak kepentingan di balik permintaan para kepala desa kades agar masa jabatannya diperpanjang hingga bisa tahun,"['permintaan', 'kepala', 'desa', 'ada', 'upaya', 'halalkan', 'jabatan', 'presiden', 'periode', 'komunikolog', 'politik', 'dan', 'hukum', 'nasional', 'tamil', 'selvan', 'melihat', 'banyak', 'kepentingan', 'di', 'balik', 'permintaan', 'para', 'kepala', 'desa', 'kades', 'agar', 'masa', 'jabatannya', 'diperpanjang', 'hingga', 'bisa', 'tahun']","['permintaan', 'kepala', 'desa', 'upaya', 'halalkan', 'jabatan', 'presiden', 'periode', 'komunikolog', 'politik', 'hukum', 'nasional', 'tamil', 'selvan', 'kepentingan', 'permintaan', 'kepala', 'desa', 'kades', 'jabatannya', 'diperpanjang']","['minta', 'kepala', 'desa', 'upaya', 'halal', 'jabat', 'presiden', 'periode', 'komunikolog', 'politik', 'hukum', 'nasional', 'tamil', 'selvan', 'penting', 'minta', 'kepala', 'desa', 'kades', 'jabat', 'panjang']","['ask', 'head', 'village', 'effort', 'halal', 'position', 'president', 'period', 'communicator', 'politics', 'law', 'national', ' tamil', 'selvan', 'important', 'ask', 'head', 'village', 'kades', 'shake', 'long']",0.0258,Netral
indowfofficial,2023-01-25 00:37:01+00:00,"(4) Menurutnya, masa jabatan maksimal dua periode, akan merugikan kepala desa. 33 provinsi pun telah meminta agar pemerintah mengabulkan usulannya itu.

""Yang jabatan enam tahun itu tidak mengikuti, secara otomatis tidak jadi sembilan tahun,",Menurutnya masa jabatan maksimal dua periode akan merugikan kepala desa provinsi pun telah meminta agar pemerintah mengabulkan usulannya itu Yang jabatan enam tahun itu tidak mengikuti secara otomatis tidak jadi sembilan tahun,menurutnya masa jabatan maksimal dua periode akan merugikan kepala desa provinsi pun telah meminta agar pemerintah mengabulkan usulannya itu yang jabatan enam tahun itu tidak mengikuti secara otomatis tidak jadi sembilan tahun,menurutnya masa jabatan maksimal dua periode akan merugikan kepala desa provinsi pun telah meminta agar pemerintah mengabulkan usulannya itu yang jabatan enam tahun itu tidak mengikuti secara otomatis tidak jadi sembilan tahun,"['menurutnya', 'masa', 'jabatan', 'maksimal', 'dua', 'periode', 'akan', 'merugikan', 'kepala', 'desa', 'provinsi', 'pun', 'telah', 'meminta', 'agar', 'pemerintah', 'mengabulkan', 'usulannya', 'itu', 'yang', 'jabatan', 'enam', 'tahun', 'itu', 'tidak', 'mengikuti', 'secara', 'otomatis', 'tidak', 'jadi', 'sembilan', 'tahun']","['menurutnya', 'jabatan', 'maksimal', 'periode', 'merugikan', 'kepala', 'desa', 'provinsi', 'pemerintah', 'mengabulkan', 'usulannya', 'jabatan', 'enam', 'mengikuti', 'otomatis', 'sembilan']","['turut', 'jabat', 'maksimal', 'periode', 'rugi', 'kepala', 'desa', 'provinsi', 'perintah', 'kabul', 'usul', 'jabat', 'enam', 'ikut', 'otomatis', 'sembilan']","['according', 'position', 'maximum', 'period', 'loss', 'head', 'village', 'province', 'order', 'grant', 'proposal', 'position', ' six', 'follow', 'automatic', 'nine']",0.0516,Positif
indowfofficial,2023-01-25 00:36:27+00:00,"(3)Kalau misalnya tidak disetujui tiga periode, kan masalah bagi yang dua periode,"" kata Sunan, dalam seperti dikutip dari detikNews, Senin (23/1/2023).

Sunan menyebut usulan 27 tahun masa jabatan kepala desa itu bukan tanpa alasan.",Kalau misalnya tidak disetujui tiga periode kan masalah bagi yang dua periode kata Sunan dalam seperti dikutip daridetikNews Senin Sunan menyebut usulan tahun masa jabatan kepala desa itu bukan tanpa alasan,kalau misalnya tidak disetujui tiga periode kan masalah bagi yang dua periode kata sunan dalam seperti dikutip daridetiknews senin sunan menyebut usulan tahun masa jabatan kepala desa itu bukan tanpa alasan,kalau misalnya tidak disetujui tiga periode kan masalah bagi yang dua periode kata sunan dalam seperti dikutip daridetiknews senin sunan menyebut usulan tahun masa jabatan kepala desa itu bukan tanpa alasan,"['kalau', 'misalnya', 'tidak', 'disetujui', 'tiga', 'periode', 'kan', 'masalah', 'bagi', 'yang', 'dua', 'periode', 'kata', 'sunan', 'dalam', 'seperti', 'dikutip', 'daridetiknews', 'senin', 'sunan', 'menyebut', 'usulan', 'tahun', 'masa', 'jabatan', 'kepala', 'desa', 'itu', 'bukan', 'tanpa', 'alasan']","['disetujui', 'periode', 'periode', 'sunan', 'dikutip', 'daridetiknews', 'senin', 'sunan', 'menyebut', 'usulan', 'jabatan', 'kepala', 'desa', 'alasan']","['tuju', 'periode', 'periode', 'sunan', 'kutip', 'daridetiknews', 'senin', 'sunan', 'sebut', 'usul', 'jabat', 'kepala', 'desa', 'alas']","['seven', 'period', 'period', 'sunan', 'quoted', 'from detiknews', 'senin', 'sunan', 'call', 'suggestion', 'shake', 'head', 'village', 'pedestal']",-0.1779,Negative
RadioIdolaSMG,2023-01-25 00:31:25+00:00,Topik Diskusi Pagi ini: Pro Kontra Wacana Perpanjangan Masa Jabatan Kepala Desa. Berikut pendapat Direktur Eksekutif Komite Pemantauan Pelaksanaan Otonomi Daerah (KPPOD); Armand Suparman #NOW #LIVE #TOPIK #kades #jabatan #politik cc: @KPPOD_Jakarta,Topik Diskusi Pagi ini Pro Kontra Wacana Perpanjangan Masa Jabatan Kepala Desa Berikut pendapat Direktur Eksekutif Komite Pemantauan Pelaksanaan Otonomi Daerah KPPOD Armand Suparman cc,topik diskusi pagi ini pro kontra wacana perpanjangan masa jabatan kepala desa berikut pendapat direktur eksekutif komite pemantauan pelaksanaan otonomi daerah kppod armand suparman cc,topik diskusi pagi ini pro kontra wacana perpanjangan masa jabatan kepala desa berikut pendapat direktur eksekutif komite pemantauan pelaksanaan otonomi daerah kppod armand suparman cc,"['topik', 'diskusi', 'pagi', 'ini', 'pro', 'kontra', 'wacana', 'perpanjangan', 'masa', 'jabatan', 'kepala', 'desa', 'berikut', 'pendapat', 'direktur', 'eksekutif', 'komite', 'pemantauan', 'pelaksanaan', 'otonomi', 'daerah', 'kppod', 'armand', 'suparman', 'cc']","['topik', 'diskusi', 'pagi', 'pro', 'kontra', 'wacana', 'perpanjangan', 'jabatan', 'kepala', 'desa', 'pendapat', 'direktur', 'eksekutif', 'komite', 'pemantauan', 'pelaksanaan', 'otonomi', 'daerah', 'kppod', 'armand', 'suparman', 'cc']","['topik', 'diskusi', 'pagi', 'pro', 'kontra', 'wacana', 'panjang', 'jabat', 'kepala', 'desa', 'dapat', 'direktur', 'eksekutif', 'komite', 'pantau', 'laksana', 'otonomi', 'daerah', 'kppod', 'armand', 'suparman', 'cc']","['topic', 'discussion', 'morning', 'pros', 'cons', 'discourse', 'length', 'position', 'head', 'village', 'can', 'director', ' executive', 'committee', 'monitor', 'execute', 'autonomy', 'regional', 'kppod', 'armand', 'suparman', 'cc']",0.0,Netral
